公 I-业务
开 I-业务
募 I-业务
捐 I-业务
资 I-业务
格 I-业务
？ O

 O
知 O
识 O
类 O
别 O
： O

 O
社 B-业务类别
会 I-业务类别
工 I-业务类别
作 I-业务类别
- I-业务类别
慈 I-业务类别
善 I-业务类别
募 I-业务类别
捐 I-业务类别
  O
  O
  O

 O
生 O
效 O
时 O
间 O
： O

 O
2 B-时间日期
0 I-时间日期
2 I-时间日期
2 I-时间日期
/ I-时间日期
3 I-时间日期
/ I-时间日期
7 I-时间日期
  I-时间日期
1 I-时间日期
6 I-时间日期
: I-时间日期
0 I-时间日期
0 I-时间日期
: I-时间日期
0 I-时间日期
0 I-时间日期

 O
填 O
写 O
人 O
员 O
： O

 O
王 B-人名
增 I-人名
辉 I-人名

 O
适 O
用 O
地 O
区 O
范 O
围 O
： O

 O
全 B-地区
省 I-地区

 O
答 O
复 O
内 O
容 O
： O

 O
设 O
立 O
依 O
据 O
： O
《 B-法条
慈 I-法条
善 I-法条
法 I-法条
》 I-法条
、 O
《 B-法条
慈 I-法条
善 I-法条
组 I-法条
织 I-法条
公 I-法条
开 I-法条
募 I-法条
捐 I-法条
管 I-法条
理 I-法条
办 I-法条
法 I-法条
》 I-法条

 O
办 O
理 O
条 O
件 O
： O

 O
  O
一 O
、 O
依 O
法 O
登 O
记 O
或 O
者 O
认 O
定 O
为 O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
满 O
二 B-时间日期
年 I-时间日期
的 O
社 O
会 O
组 O
织 O
（ O
基 B-组织名
金 I-组织名
会 I-组织名
、 O
社 B-组织名
会 I-组织名
团 I-组织名
体 I-组织名
、 O
民 B-组织名
办 I-组织名
非 I-组织名
企 I-组织名
业 I-组织名
单 I-组织名
位 I-组织名
） O
， O
申 O
请 O
公 O
开 O
募 O
捐 O
资 O
格 O
， O
应 O
当 O
符 O
合 O
下 O
列 O
条 O
件 O
： O

 O
  O
  O
  O
  O
  O
1 O
. O
根 O
据 O
法 O
律 O
法 O
规 O
和 O
本 O
组 O
织 O
章 O
程 O
建 O
立 O
规 O
范 O
的 O
内 O
部 O
治 O
理 O
结 O
构 O
， O
理 O
事 O
会 O
能 O
够 O
有 O
效 O
决 O
策 O
， O
负 O
责 O
人 O
任 O
职 O
符 O
合 O
有 O
关 O
规 O
定 O
， O
理 O
事 O
会 O
成 O
员 O
和 O
负 O
责 O
人 O
勤 O
勉 O
尽 O
职 O
， O
诚 O
实 O
守 O
信 O
； O
  O

 O
  O
  O
  O
  O
  O
2 O
. O
理 O
事 O
会 O
成 O
员 O
来 O
自 O
同 O
一 O
组 O
织 O
以 O
及 O
相 O
互 O
间 O
存 O
在 O
关 O
联 O
关 O
系 O
组 O
织 O
的 O
不 O
超 O
过 O
三 O
分 O
之 O
一 O
， O
相 O
互 O
间 O
具 O
有 O
近 O
亲 O
属 O
关 O
系 O
的 O
没 O
有 O
同 O
时 O
在 O
理 O
事 O
会 O
任 O
职 O
； O

 O
  O
  O
  O
  O
  O
3 O
. O
理 O
事 O
会 O
成 O
员 O
中 O
非 O
内 O
地 O
居 O
民 O
不 O
超 O
过 O
三 O
分 O
之 O
一 O
， O
法 O
定 O
代 O
表 O
人 O
由 O
内 O
地 O
居 O
民 O
担 O
任 O
; O

 O
  O
  O
  O
  O
  O
4 O
. O
秘 O
书 O
长 O
为 O
专 O
职 O
， O
理 O
事 O
长 O
（ O
会 O
长 O
） O
、 O
秘 O
书 O
长 O
不 O
得 O
由 O
同 O
一 O
人 O
兼 O
任 O
， O
有 O
与 O
本 O
慈 O
善 O
组 O
织 O
开 O
展 O
活 O
动 O
相 O
适 O
应 O
的 O
专 O
职 O
工 O
作 O
人 O
员 O
； O

 O
  O
  O
  O
  O
  O
5 O
. O
在 O
省 B-组织名
级 I-组织名
以 I-组织名
上 I-组织名
人 I-组织名
民 I-组织名
政 I-组织名
府 I-组织名
民 I-组织名
政 I-组织名
部 I-组织名
门 I-组织名
登 O
记 O
的 O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
有 O
三 O
名 O
以 O
上 O
监 O
事 O
组 O
成 O
的 O
监 O
事 O
会 O
； O

 O
  O
  O
  O
  O
  O
6 O
. O
依 O
法 O
办 O
理 O
税 O
务 O
登 O
记 O
， O
履 O
行 O
纳 O
税 O
义 O
务 O
； O

 O
7 O
. O
按 O
照 O
规 O
定 O
参 O
加 O
社 O
会 O
组 O
织 O
评 O
估 O
， O
评 O
估 O
结 O
果 O
为 O
3 O
A O
及 O
以 O
上 O
； O

 O
  O
  O
  O
  O
  O
8 O
. O
申 O
请 O
时 O
未 O
纳 O
入 O
异 O
常 O
名 O
录 O
； O

 O
  O
  O
  O
  O
  O
9 O
. O
申 O
请 O
公 O
开 O
募 O
捐 O
资 O
格 O
前 O
二 B-时间日期
年 I-时间日期
， O
未 O
因 O
违 O
反 O
社 O
会 O
组 O
织 O
相 O
关 O
法 O
律 O
法 O
规 O
受 O
到 O
行 O
政 O
处 O
罚 O
， O
没 O
有 O
其 O
他 O
违 O
反 O
法 O
律 O
、 O
法 O
规 O
、 O
国 O
家 O
政 O
策 O
行 O
为 O
的 O
。 O

 O
  O
  O
  O
  O
二 O
、 O
《 B-法条
慈 I-法条
善 I-法条
法 I-法条
》 I-法条
公 O
布 O
前 O
设 O
立 O
的 O
非 B-组织名
公 I-组织名
募 I-组织名
基 I-组织名
金 I-组织名
会 I-组织名
、 O
具 O
有 O
公 O
益 O
性 O
捐 O
赠 O
税 O
前 O
扣 O
除 O
资 O
格 O
的 O
社 B-组织名
会 I-组织名
团 I-组织名
体 I-组织名
， O
以 O
登 O
记 O
日 O
作 O
为 O
满 O
二 B-时间日期
年 I-时间日期
条 O
件 O
的 O
起 O
算 O
点 O
， O
登 O
记 O
满 O
二 B-时间日期
年 I-时间日期
， O
经 O
认 O
定 O
为 O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
的 O
， O
按 O
照 O
上 O
述 O
条 O
件 O
申 O
请 O
公 O
开 O
募 O
捐 O
资 O
格 O
。 O

 O
  O
  O
  O
  O
三 O
、 O
《 B-法条
慈 I-法条
善 I-法条
法 I-法条
》 I-法条
公 O
布 O
前 O
登 O
记 O
设 O
立 O
的 O
公 B-组织名
募 I-组织名
基 I-组织名
金 I-组织名
会 I-组织名
， O
凭 O
标 O
明 O
慈 O
善 O
组 O
织 O
属 O
性 O
的 O
登 O
记 O
证 O
书 O
向 O
登 O
记 O
的 O
民 B-组织名
政 I-组织名
部 I-组织名
门 I-组织名
直 O
接 O
申 O
领 O
公 B-要件
开 I-要件
募 I-要件
捐 I-要件
资 I-要件
格 I-要件
证 I-要件
书 I-要件
。 O
  O

 O
  O
  O
  O
  O
办 O
理 O
流 O
程 O
： O

 O
  O
  O
  O
  O
1 O
. O
应 O
当 O
履 O
行 O
内 O
部 O
程 O
序 O
， O
召 O
开 O
申 O
请 O
公 O
开 O
募 O
捐 O
资 O
格 O
的 O
理 B-组织名
事 I-组织名
会 I-组织名
， O
并 O
经 O
理 B-组织名
事 I-组织名
会 I-组织名
表 O
决 O
通 O
过 O
； O
有 O
业 B-组织名
务 I-组织名
主 I-组织名
管 I-组织名
单 I-组织名
位 I-组织名
的 O
， O
还 O
应 O
当 O
经 O
业 B-组织名
务 I-组织名
主 I-组织名
管 I-组织名
单 I-组织名
位 I-组织名
同 O
意 O
。 O

 O
2 O
. O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
向 O
登 B-组织名
记 I-组织名
管 I-组织名
理 I-组织名
机 I-组织名
关 I-组织名
提 O
交 O
申 O
请 O
材 O
料 O
， O
登 B-组织名
记 I-组织名
管 I-组织名
理 I-组织名
机 I-组织名
关 I-组织名
自 O
受 O
理 O
之 O
日 O
起 O
二 B-时间日期
十 I-时间日期
日 I-时间日期
内 O
作 O
出 O
是 O
否 O
发 O
给 O
公 B-要件
开 I-要件
募 I-要件
捐 I-要件
资 I-要件
格 I-要件
证 I-要件
书 I-要件
的 O
决 O
定 O
。 O

4 O
知 O
识 O
标 O
题 O
： O

 O
如 O
何 O
开 B-业务
展 I-业务
慈 I-业务
善 I-业务
组 I-业务
织 I-业务
认 I-业务
定 I-业务
？ O

 O
知 O
识 O
类 O
别 O
： O
其 B-业务类别
他 I-业务类别
基 I-业务类别
本 I-业务类别
社 I-业务类别
会 I-业务类别
服 I-业务类别
务 I-业务类别
  O
  O

 O
生 O
效 O
时 O
间 O
： O
2 B-时间日期
0 I-时间日期
2 I-时间日期
2 I-时间日期
/ I-时间日期
3 I-时间日期
/ I-时间日期
7 I-时间日期
  I-时间日期
1 I-时间日期
6 I-时间日期
: I-时间日期
0 I-时间日期
0 I-时间日期
: I-时间日期
0 I-时间日期
0 I-时间日期

 O
填 O
写 O
人 O
员 O
： O
王 B-人名
增 I-人名
辉 I-人名

 O
适 O
用 O
地 O
区 O
范 O
围 O
： O
全 B-地区
省 I-地区

 O
答 O
复 O
内 O
容 O
： O

 O
设 O
立 O
依 O
据 O
： O
《 B-法条
慈 I-法条
善 I-法条
法 I-法条
》 I-法条
、 O
《 B-法条
慈 I-法条
善 I-法条
组 I-法条
织 I-法条
认 I-法条
定 I-法条
办 I-法条
法 I-法条
》 I-法条

 O
申 O
请 O
条 O
件 O
： O

 O
  O
  O
  O
  O
  O
《 B-法条
慈 I-法条
善 I-法条
法 I-法条
》 I-法条
公 O
布 O
前 O
已 O
经 O
设 O
立 O
的 O
基 B-组织名
金 I-组织名
会 I-组织名
、 O
社 B-组织名
会 I-组织名
团 I-组织名
体 I-组织名
、 O
民 B-组织名
办 I-组织名
非 I-组织名
企 I-组织名
业 I-组织名
单 I-组织名
位 I-组织名
等 O
非 O
营 O
利 O
性 O
组 O
织 O
， O
均 O
可 O
申 O
请 O
认 O
定 O
为 O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
。 O
申 O
请 O
认 O
定 O
为 O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
， O
应 O
当 O
符 O
合 O
下 O
列 O
条 O
件 O
： O

 O
  O
（ O
一 O
） O
申 O
请 O
时 O
具 O
备 O
相 O
应 O
的 O
社 O
会 O
组 O
织 O
法 O
人 O
登 O
记 O
条 O
件 O
； O

 O
  O
  O
  O
  O
  O
（ O
二 O
） O
以 O
开 O
展 O
慈 O
善 O
活 O
动 O
为 O
宗 O
旨 O
， O
业 O
务 O
范 O
围 O
符 O
合 O
《 B-法条
慈 I-法条
善 I-法条
法 I-法条
》 I-法条
第 O
三 O
条 O
的 O
规 O
定 O
； O
申 O
请 O
时 O
的 O
上 O
一 O
年 O
度 O
慈 O
善 O
活 O
动 O
的 O
年 O
度 O
支 O
出 O
和 O
管 O
理 O
费 O
用 O
符 O
合 O
国 B-组织名
务 I-组织名
院 I-组织名
民 I-组织名
政 I-组织名
部 I-组织名
门 I-组织名
关 O
于 O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
的 O
规 O
定 O
； O

 O
  O
  O
  O
  O
  O
（ O
三 O
） O
不 O
以 O
营 O
利 O
为 O
目 O
的 O
， O
收 O
益 O
和 O
营 O
运 O
结 O
余 O
全 O
部 O
用 O
于 O
章 O
程 O
规 O
定 O
的 O
慈 O
善 O
目 O
的 O
； O
财 O
产 O
及 O
其 O
孳 O
息 O
没 O
有 O
在 O
发 O
起 O
人 O
、 O
捐 O
赠 O
人 O
或 O
者 O
本 O
组 O
织 O
成 O
员 O
中 O
分 O
配 O
； O
章 O
程 O
中 O
有 O
关 O
于 O
剩 O
余 O
财 O
产 O
转 O
给 O
目 O
的 O
相 O
同 O
或 O
者 O
相 O
近 O
的 O
其 O
他 O
慈 O
善 O
组 O
织 O
的 O
规 O
定 O
； O

 O
  O
  O
  O
  O
  O
（ O
四 O
） O
有 O
健 O
全 O
的 O
财 O
务 O
制 O
度 O
和 O
合 O
理 O
的 O
薪 O
酬 O
制 O
度 O
； O

 O
（ O
五 O
） O
法 O
律 O
、 O
行 O
政 O
法 O
规 O
规 O
定 O
的 O
其 O
他 O
条 O
件 O
。 O

 O
  O
有 O
下 O
列 O
情 O
形 O
之 O
一 O
的 O
， O
不 O
予 O
认 O
定 O
为 O
慈 B-组织名
善 I-组织名
组 I-组织名
织 I-组织名
： O

 O
  O
  O
  O
  O
（ O
一 O
） O
有 O
法 O
律 O
法 O
规 O
和 O
国 O
家 O
政 O
策 O
规 O
定 O
的 O
不 O
得 O
担 O
任 O
慈 O
善 O
组 O
织 O
负 O
责 O
人 O
的 O
情 O
形 O
的 O
； O

 O
  O
  O
  O
  O
（ O
二 O
） O
申 O
请 O
前 O
二 B-时间日期
年 I-时间日期
内 O
受 O
过 O
行 O
政 O
处 O
罚 O
的 O
； O

 O
  O
  O
  O
  O
（ O
三 O
） O
申 O
请 O
时 O
被 O
民 B-组织名
政 I-组织名
部 I-组织名
门 I-组织名
列 O
入 O
异 O
常 O
名 O
录 O
的 O
； O

 O
  O
  O
  O
  O
（ O
四 O
） O
有 O
其 O
他 O
违 O
反 O
法 O
律 O
、 O
法 O
规 O
、 O
国 O
家 O
政 O
策 O
行 O
为 O
的 O
。 O

 O
办 O
理 O
流 O
程 O
： O

 O
  O
  O
  O
  O
  O
  O
  O
  O
  O
（ O
一 O
） O
社 B-组织名
会 I-组织名
团 I-组织名
体 I-组织名
应 O
当 O
经 O
会 O
员 O
（ O
代 O
表 O
） O
大 O
会 O
表 O
决 O
通 O
过 O
， O
基 B-组织名
金 I-组织名
会 I-组织名
、 O
民 B-组织名
办 I-组织名
非 I-组织名
企 I-组织名
业 I-组织名
单 I-组织名
位 I-组织名
应 O
当 O
经 O
理 B-组织名
事 I-组织名
会 I-组织名
表 O
决 O
通 O
过 O
； O
有 O
业 B-组织名
务 I-组织名
主 I-组织名
管 I-组织名
单 I-组织名
位 I-组织名
的 O
， O
还 O
应 O
当 O
经 O
业 B-组织名
务 I-组织名
主 I-组织名
管 I-组织名
单 I-组织名
位 I-组织名
同 O
意 O
。 O

 O
（ O
二 O
） O
社 O
会 O
组 O
织 O
向 O
登 B-组织名
记 I-组织名
管 I-组织名
理 I-组织名
机 I-组织名
关 I-组织名
提 O
交 O
申 B-要件
请 I-要件
材 I-要件
料 I-要件
， O
登 B-组织名
记 I-组织名
管 I-组织名
理 I-组织名
机 I-组织名
关 I-组织名
在 O
二 B-时间日期
十 I-时间日期
日 I-时间日期
内 I-时间日期
作 O
出 O
是 O
否 O
认 O
定 O
为 O
慈 B-组织名
善 I-组织名
